Period,CategoryId,Type,IBD/PBD,ASTI_LIM
MONT_1397,34932146,IBD,608,1.63
MONT_1397,34932146,IBD,604,1.99
MONT_1397,34932146,IBD,603,1.56
MONT_1397,34932146,IBD,598,2.39
MONT_1397,34932146,IBD,590,2.92
MONT_1397,34932146,IBD,588,3.56
MONT_1397,34932146,IBD,587,3.78
MONT_1397,34932146,IBD,582,1.93
MONT_1397,34932146,IBD,579,1.48
MONT_1397,34932146,IBD,576,2.35
MONT_1397,34932146,IBD,571,2.55
MONT_1397,34932146,IBD,564,2.08
MONT_1397,34932146,IBD,519,0.53
MONT_1397,34932146,IBD,517,2.11
MONT_1397,34932146,IBD,513,1.68
MONT_1397,34932146,IBD,507,2.84
MONT_1397,34932146,IBD,501,1.38
MONT_1397,34932147,IBD,610,2.63
MONT_1397,34932147,IBD,608,2.4
MONT_1397,34932147,IBD,598,2.58
MONT_1397,34932147,IBD,590,1.92
MONT_1397,34932147,IBD,588,3.03
MONT_1397,34932147,IBD,587,2.94
MONT_1397,34932147,IBD,582,2.48
MONT_1397,34932147,IBD,579,2.43
MONT_1397,34932147,IBD,576,2.63
MONT_1397,34932147,IBD,571,2.6
MONT_1397,34932147,IBD,564,2.22
MONT_1397,34932147,IBD,519,2.35
MONT_1397,34932147,IBD,517,2.57
MONT_1397,34932147,IBD,507,2.75
MONT_1397,34932150,IBD,612,3.35
MONT_1397,34932150,IBD,604,3.33
MONT_1397,34932150,IBD,603,3.35
MONT_1397,34932150,IBD,590,3.36
MONT_1397,34932150,IBD,588,3.45
MONT_1397,34932150,IBD,587,3.36
MONT_1397,34932150,IBD,582,2.89
MONT_1397,34932150,IBD,581,3.65
MONT_1397,34932150,IBD,572,3.44
MONT_1397,34932150,IBD,571,3.88
MONT_1397,34932150,IBD,570,4.36
MONT_1397,34932150,IBD,556,3.03
MONT_1397,34932150,IBD,521,3.28
MONT_1397,34932150,IBD,513,3.35
MONT_1397,34932151,IBD,612,4.5
MONT_1397,34932151,IBD,607,3.9
MONT_1397,34932151,IBD,604,4.39
MONT_1397,34932151,IBD,603,4.87
MONT_1397,34932151,IBD,602,6.95
MONT_1397,34932151,IBD,591,4.56
MONT_1397,34932151,IBD,590,4.54
MONT_1397,34932151,IBD,588,4.86
MONT_1397,34932151,IBD,587,5.88
MONT_1397,34932151,IBD,582,4.08
MONT_1397,34932151,IBD,581,3.72
MONT_1397,34932151,IBD,575,3.47
MONT_1397,34932151,IBD,572,3.94
MONT_1397,34932151,IBD,571,5.03
MONT_1397,34932151,IBD,570,4.78
MONT_1397,34932151,IBD,569,3.57
MONT_1397,34932151,IBD,556,5.38
MONT_1397,34932151,IBD,521,4.86
MONT_1397,34932151,IBD,516,3.63
MONT_1397,34932151,IBD,513,3.95
MONT_1397,34932151,IBD,512,2.48
MONT_1397,34932152,IBD,612,1.65
MONT_1397,34932152,IBD,607,2.45
MONT_1397,34932152,IBD,604,2.56
MONT_1397,34932152,IBD,603,2.78
MONT_1397,34932152,IBD,590,2.34
MONT_1397,34932152,IBD,588,2.95
MONT_1397,34932152,IBD,587,2.39
MONT_1397,34932152,IBD,582,2.38
MONT_1397,34932152,IBD,581,2.02
MONT_1397,34932152,IBD,575,2.26
MONT_1397,34932152,IBD,572,2.13
MONT_1397,34932152,IBD,571,2.88
MONT_1397,34932152,IBD,570,2.92
MONT_1397,34932152,IBD,521,2.39
MONT_1397,34932152,IBD,516,2.06
MONT_1397,34932152,IBD,513,2.39
MONT_1397,34932153,IBD,610,2.47
MONT_1397,34932153,IBD,608,3.55
MONT_1397,34932153,IBD,604,3.2
MONT_1397,34932153,IBD,603,3.42
MONT_1397,34932153,IBD,598,3.8
MONT_1397,34932153,IBD,590,3.6
MONT_1397,34932153,IBD,588,3.89
MONT_1397,34932153,IBD,587,4.67
MONT_1397,34932153,IBD,582,3.2
MONT_1397,34932153,IBD,579,2.84
MONT_1397,34932153,IBD,576,3.08
MONT_1397,34932153,IBD,572,3.14
MONT_1397,34932153,IBD,571,3.52
MONT_1397,34932153,IBD,564,3.21
MONT_1397,34932153,IBD,519,2.15
MONT_1397,34932153,IBD,517,3.55
MONT_1397,34932153,IBD,513,3.43
MONT_1397,34932153,IBD,507,4.2
MONT_1397,34932153,IBD,501,3.15
MONT_1397,34932156,IBD,588,0.16
MONT_1397,34932157,IBD,612,3.01
MONT_1397,34932157,IBD,607,2.73
MONT_1397,34932157,IBD,604,3.16
MONT_1397,34932157,IBD,603,3.5
MONT_1397,34932157,IBD,602,3.14
MONT_1397,34932157,IBD,591,3.21
MONT_1397,34932157,IBD,590,3.33
MONT_1397,34932157,IBD,588,3.4
MONT_1397,34932157,IBD,587,4.09
MONT_1397,34932157,IBD,582,3.16
MONT_1397,34932157,IBD,581,2.94
MONT_1397,34932157,IBD,575,3.97
MONT_1397,34932157,IBD,572,3.11
MONT_1397,34932157,IBD,571,3.27
MONT_1397,34932157,IBD,570,3.41
MONT_1397,34932157,IBD,521,3.26
MONT_1397,34932157,IBD,516,3.41
MONT_1397,34932157,IBD,513,2.78
MONT_1397,34932157,IBD,512,2.06
MONT_1397,34932159,IBD,610,2.01
MONT_1397,34932159,IBD,608,2.06
MONT_1397,34932159,IBD,598,3.25
MONT_1397,34932159,IBD,590,1.93
MONT_1397,34932159,IBD,588,1.87
MONT_1397,34932159,IBD,587,1.99
MONT_1397,34932159,IBD,582,2.13
MONT_1397,34932159,IBD,579,1.76
MONT_1397,34932159,IBD,576,2.9
MONT_1397,34932159,IBD,571,1.93
MONT_1397,34932159,IBD,564,1.74
MONT_1397,34932159,IBD,519,1.73
MONT_1397,34932159,IBD,517,1.87
MONT_1397,34932159,IBD,507,1.93
MONT_1397,34932160,IBD,604,4.17
MONT_1397,34932160,IBD,603,4.46
MONT_1397,34932160,IBD,591,4.98
MONT_1397,34932160,IBD,590,4.9
MONT_1397,34932160,IBD,588,4.87
MONT_1397,34932160,IBD,587,4.92
MONT_1397,34932160,IBD,582,3.83
MONT_1397,34932160,IBD,581,2.31
MONT_1397,34932160,IBD,575,4.82
MONT_1397,34932160,IBD,572,3.49
MONT_1397,34932160,IBD,571,3.89
MONT_1397,34932160,IBD,570,4.74
MONT_1397,34932160,IBD,556,3.27
MONT_1397,34932160,IBD,521,3.26
MONT_1397,34932160,IBD,513,3.18
MONT_1397,34932160,IBD,512,4.05
MONT_1397,34932160,IBD,500,4.33
MONT_1397,34932160,IBD,612,4.27
MONT_1397,34932161,IBD,610,1.08
MONT_1397,34932161,IBD,608,2.4
MONT_1397,34932161,IBD,604,2.3
MONT_1397,34932161,IBD,598,2.67
MONT_1397,34932161,IBD,590,1.95
MONT_1397,34932161,IBD,588,3.35
MONT_1397,34932161,IBD,587,3.65
MONT_1397,34932161,IBD,582,1.94
MONT_1397,34932161,IBD,579,1.74
MONT_1397,34932161,IBD,576,2.61
MONT_1397,34932161,IBD,572,2.56
MONT_1397,34932161,IBD,571,1.83
MONT_1397,34932161,IBD,564,2.7
MONT_1397,34932161,IBD,519,0.95
MONT_1397,34932161,IBD,517,2.35
MONT_1397,34932161,IBD,513,2.37
MONT_1397,34932161,IBD,507,2.72
MONT_1397,34932161,IBD,501,2.64
MONT_1397,34932163,IBD,612,3.98
MONT_1397,34932163,IBD,607,4.25
MONT_1397,34932163,IBD,604,4.09
MONT_1397,34932163,IBD,603,4.76
MONT_1397,34932163,IBD,591,10
MONT_1397,34932163,IBD,590,3.84
MONT_1397,34932163,IBD,588,4.65
MONT_1397,34932163,IBD,587,5.43
MONT_1397,34932163,IBD,582,3.59
MONT_1397,34932163,IBD,581,3.57
MONT_1397,34932163,IBD,575,4.39
MONT_1397,34932163,IBD,572,3.71
MONT_1397,34932163,IBD,571,4.63
MONT_1397,34932163,IBD,570,4.76
MONT_1397,34932163,IBD,556,3.93
MONT_1397,34932163,IBD,521,4.1
MONT_1397,34932163,IBD,516,4.47
MONT_1397,34932163,IBD,513,3.48
MONT_1397,34932163,IBD,512,2.77
MONT_1397,34932165,IBD,612,5.57
MONT_1397,34932165,IBD,607,4.82
MONT_1397,34932165,IBD,604,5.14
MONT_1397,34932165,IBD,603,5.77
MONT_1397,34932165,IBD,602,4.63
MONT_1397,34932165,IBD,590,5.1
MONT_1397,34932165,IBD,588,4.52
MONT_1397,34932165,IBD,587,4.85
MONT_1397,34932165,IBD,582,4.49
MONT_1397,34932165,IBD,581,4.69
MONT_1397,34932165,IBD,575,3.8
MONT_1397,34932165,IBD,572,5.44
MONT_1397,34932165,IBD,571,5.42
MONT_1397,34932165,IBD,570,4.64
MONT_1397,34932165,IBD,569,4.64
MONT_1397,34932165,IBD,556,4.69
MONT_1397,34932165,IBD,521,6.06
MONT_1397,34932165,IBD,516,5.9
MONT_1397,34932165,IBD,513,4.49
MONT_1397,34932165,IBD,512,4.61
MONT_1397,34932166,IBD,612,4.7
MONT_1397,34932166,IBD,607,5.16
MONT_1397,34932166,IBD,604,4.03
MONT_1397,34932166,IBD,603,4.81
MONT_1397,34932166,IBD,591,5.64
MONT_1397,34932166,IBD,590,4.18
MONT_1397,34932166,IBD,588,5.11
MONT_1397,34932166,IBD,587,6.41
MONT_1397,34932166,IBD,582,3.5
MONT_1397,34932166,IBD,581,3.36
MONT_1397,34932166,IBD,575,3.87
MONT_1397,34932166,IBD,572,3.55
MONT_1397,34932166,IBD,571,4.27
MONT_1397,34932166,IBD,570,3.92
MONT_1397,34932166,IBD,556,3.87
MONT_1397,34932166,IBD,521,5.23
MONT_1397,34932166,IBD,516,3.88
MONT_1397,34932166,IBD,513,4.27
MONT_1397,34932166,IBD,512,4.8
MONT_1397,34932167,IBD,608,1.39
MONT_1397,34932167,IBD,598,1.77
MONT_1397,34932167,IBD,587,1.43
MONT_1397,34932167,IBD,576,1.84
MONT_1397,34932167,IBD,564,1.63
MONT_1397,34932167,IBD,517,1.39
MONT_1397,34932167,IBD,507,1.93
MONT_1397,34932168,IBD,612,3.15
MONT_1397,34932168,IBD,607,3.47
MONT_1397,34932168,IBD,604,3.19
MONT_1397,34932168,IBD,603,3.32
MONT_1397,34932168,IBD,602,4.59
MONT_1397,34932168,IBD,591,3.62
MONT_1397,34932168,IBD,590,3.24
MONT_1397,34932168,IBD,588,3.56
MONT_1397,34932168,IBD,587,5.7
MONT_1397,34932168,IBD,582,3.16
MONT_1397,34932168,IBD,581,2.97
MONT_1397,34932168,IBD,575,3.34
MONT_1397,34932168,IBD,572,3.11
MONT_1397,34932168,IBD,571,3.53
MONT_1397,34932168,IBD,570,3.8
MONT_1397,34932168,IBD,569,3.74
MONT_1397,34932168,IBD,556,3.25
MONT_1397,34932168,IBD,521,3.11
MONT_1397,34932168,IBD,516,3.65
MONT_1397,34932168,IBD,513,3.21
MONT_1397,34932168,IBD,512,2.34
MONT_1397,34932170,IBD,610,0.56
MONT_1397,34932170,IBD,608,3.18
MONT_1397,34932170,IBD,603,2.72
MONT_1397,34932170,IBD,598,3.72
MONT_1397,34932170,IBD,590,3.56
MONT_1397,34932170,IBD,588,4.25
MONT_1397,34932170,IBD,587,4.27
MONT_1397,34932170,IBD,582,3.72
MONT_1397,34932170,IBD,579,1.83
MONT_1397,34932170,IBD,576,2.9
MONT_1397,34932170,IBD,571,3.11
MONT_1397,34932170,IBD,564,3.1
MONT_1397,34932170,IBD,519,1.24
MONT_1397,34932170,IBD,517,3.95
MONT_1397,34932170,IBD,513,2.75
MONT_1397,34932170,IBD,507,3.12
MONT_1397,34932171,IBD,612,3.1
MONT_1397,34932171,IBD,607,3.41
MONT_1397,34932171,IBD,604,3.23
MONT_1397,34932171,IBD,603,3.42
MONT_1397,34932171,IBD,602,3.77
MONT_1397,34932171,IBD,591,7.47
MONT_1397,34932171,IBD,590,3.22
MONT_1397,34932171,IBD,589,3.21
MONT_1397,34932171,IBD,588,3.41
MONT_1397,34932171,IBD,587,4.49
MONT_1397,34932171,IBD,582,3.11
MONT_1397,34932171,IBD,581,3.01
MONT_1397,34932171,IBD,575,2.31
MONT_1397,34932171,IBD,572,3.09
MONT_1397,34932171,IBD,571,3.12
MONT_1397,34932171,IBD,570,3.6
MONT_1397,34932171,IBD,569,3.14
MONT_1397,34932171,IBD,556,3.16
MONT_1397,34932171,IBD,521,3.09
MONT_1397,34932171,IBD,516,3.19
MONT_1397,34932171,IBD,513,2.56
MONT_1397,34932171,IBD,512,1.54
MONT_1397,34932172,IBD,612,2.21
MONT_1397,34932172,IBD,610,1.79
MONT_1397,34932172,IBD,604,2.3
MONT_1397,34932172,IBD,592,1.79
MONT_1397,34932172,IBD,590,2.58
MONT_1397,34932172,IBD,588,1.95
MONT_1397,34932172,IBD,587,1.7
MONT_1397,34932172,IBD,582,1.66
MONT_1397,34932172,IBD,581,2.58
MONT_1397,34932172,IBD,579,2.32
MONT_1397,34932172,IBD,572,1.98
MONT_1397,34932172,IBD,571,1.78
MONT_1397,34932172,IBD,570,2.11
MONT_1397,34932172,IBD,557,2.62
MONT_1397,34932172,IBD,519,1.79
MONT_1397,34932172,IBD,513,1.65
MONT_1397,34932174,IBD,610,0.57
MONT_1397,34932174,IBD,608,0.51
MONT_1397,34932174,IBD,598,0.57
MONT_1397,34932174,IBD,588,0.58
MONT_1397,34932174,IBD,579,0.57
MONT_1397,34932174,IBD,576,0.54
MONT_1397,34932174,IBD,519,0.58
MONT_1397,34932174,IBD,507,0.51
MONT_1397,34932175,IBD,610,6.98
MONT_1397,34932175,IBD,608,5.2
MONT_1397,34932175,IBD,604,4.83
MONT_1397,34932175,IBD,598,7.73
MONT_1397,34932175,IBD,590,6.68
MONT_1397,34932175,IBD,588,7.61
MONT_1397,34932175,IBD,587,5.99
MONT_1397,34932175,IBD,582,4.89
MONT_1397,34932175,IBD,579,5.79
MONT_1397,34932175,IBD,576,4.05
MONT_1397,34932175,IBD,572,4.53
MONT_1397,34932175,IBD,571,3.7
MONT_1397,34932175,IBD,564,3.39
MONT_1397,34932175,IBD,519,5.41
MONT_1397,34932175,IBD,517,4.49
MONT_1397,34932175,IBD,513,4.52
MONT_1397,34932175,IBD,507,5.88
MONT_1397,34932176,IBD,612,3.29
MONT_1397,34932176,IBD,609,3.4
MONT_1397,34932176,IBD,607,3.16
MONT_1397,34932176,IBD,604,3.89
MONT_1397,34932176,IBD,603,3.29
MONT_1397,34932176,IBD,590,3.87
MONT_1397,34932176,IBD,589,3.06
MONT_1397,34932176,IBD,588,4.47
MONT_1397,34932176,IBD,587,3.99
MONT_1397,34932176,IBD,582,3.62
MONT_1397,34932176,IBD,581,3.62
MONT_1397,34932176,IBD,578,3.07
MONT_1397,34932176,IBD,577,3.31
MONT_1397,34932176,IBD,575,3.16
MONT_1397,34932176,IBD,572,4.08
MONT_1397,34932176,IBD,571,3.77
MONT_1397,34932176,IBD,570,3.53
MONT_1397,34932176,IBD,521,3.15
MONT_1397,34932176,IBD,518,3.02
MONT_1397,34932176,IBD,513,3.89
MONT_1397,34932176,IBD,512,3.17
MONT_1397,34932178,IBD,608,3.13
MONT_1397,34932178,IBD,604,2.94
MONT_1397,34932178,IBD,598,3.28
MONT_1397,34932178,IBD,590,2.35
MONT_1397,34932178,IBD,588,3.67
MONT_1397,34932178,IBD,587,3.37
MONT_1397,34932178,IBD,582,2.29
MONT_1397,34932178,IBD,579,2.96
MONT_1397,34932178,IBD,576,2.79
MONT_1397,34932178,IBD,571,2.9
MONT_1397,34932178,IBD,564,2.85
MONT_1397,34932178,IBD,519,2.91
MONT_1397,34932178,IBD,517,2.52
MONT_1397,34932178,IBD,507,3.94
MONT_1397,34932179,IBD,612,3.51
MONT_1397,34932179,IBD,607,4.22
MONT_1397,34932179,IBD,604,3.63
MONT_1397,34932179,IBD,603,4.55
MONT_1397,34932179,IBD,602,3.54
MONT_1397,34932179,IBD,591,3.37
MONT_1397,34932179,IBD,590,3.88
MONT_1397,34932179,IBD,588,4.67
MONT_1397,34932179,IBD,587,5.03
MONT_1397,34932179,IBD,582,3.71
MONT_1397,34932179,IBD,581,3.12
MONT_1397,34931941,IBD,608,2.5
MONT_1397,34932179,IBD,572,3.22
MONT_1397,34932179,IBD,571,3.93
MONT_1397,34932179,IBD,570,3.47
MONT_1397,34932179,IBD,521,4.09
MONT_1397,34932179,IBD,516,3.55
MONT_1397,34932179,IBD,513,4.33
MONT_1397,34932179,IBD,512,3.97
MONT_1397,34932180,IBD,612,4.9
MONT_1397,34932180,IBD,610,4.68
MONT_1397,34932180,IBD,608,5.05
MONT_1397,34932180,IBD,604,4.47
MONT_1397,34932180,IBD,603,5.04
MONT_1397,34932180,IBD,598,5.44
MONT_1397,34932180,IBD,590,5.88
MONT_1397,34932180,IBD,588,5.96
MONT_1397,34932180,IBD,587,6.25
MONT_1397,34932180,IBD,582,5.53
MONT_1397,34932180,IBD,579,2.95
MONT_1397,34932180,IBD,576,3.9
MONT_1397,34932180,IBD,572,4.9
MONT_1397,34932180,IBD,571,5.82
MONT_1397,34932180,IBD,564,4.37
MONT_1397,34932180,IBD,517,3.61
MONT_1397,34932180,IBD,513,4.9
MONT_1397,34932180,IBD,507,4.37
MONT_1397,34932181,IBD,610,3.22
MONT_1397,34932181,IBD,608,3.79
MONT_1397,34932181,IBD,598,3.75
MONT_1397,34932181,IBD,590,3.36
MONT_1397,34932181,IBD,588,4.91
MONT_1397,34932181,IBD,587,4.15
MONT_1397,34932181,IBD,582,3.36
MONT_1397,34932181,IBD,579,2.82
MONT_1397,34932181,IBD,576,3.36
MONT_1397,34932181,IBD,571,3.32
MONT_1397,34932181,IBD,564,3.83
MONT_1397,34932181,IBD,519,3.32
MONT_1397,34932181,IBD,517,3.28
MONT_1397,34932181,IBD,513,2.99
MONT_1397,34932181,IBD,507,3.68
MONT_1397,34932182,IBD,612,2.67
MONT_1397,34932182,IBD,603,3.1
MONT_1397,34932182,IBD,591,3.51
MONT_1397,34932182,IBD,590,3.04
MONT_1397,34932182,IBD,588,2.51
MONT_1397,34932182,IBD,587,2.78
MONT_1397,34932182,IBD,582,2.74
MONT_1397,34932182,IBD,581,2.34
MONT_1397,34932182,IBD,575,3.09
MONT_1397,34932182,IBD,572,3.11
MONT_1397,34932182,IBD,571,2.66
MONT_1397,34932182,IBD,570,2.68
MONT_1397,34932182,IBD,556,2.14
MONT_1397,34932182,IBD,521,2.88
MONT_1397,34932182,IBD,513,2.99
MONT_1397,34932182,IBD,500,2.87
MONT_1397,34932184,IBD,610,0.59
MONT_1397,34932184,IBD,608,2.99
MONT_1397,34932184,IBD,604,2.55
MONT_1397,34932184,IBD,603,2.66
MONT_1397,34932184,IBD,598,3.3
MONT_1397,34932184,IBD,590,2.61
MONT_1397,34932184,IBD,588,3.69
MONT_1397,34932184,IBD,587,3.85
MONT_1397,34932184,IBD,582,2.76
MONT_1397,34932184,IBD,579,1.91
MONT_1397,34932184,IBD,576,2.76
MONT_1397,34932184,IBD,571,2.92
MONT_1397,34932184,IBD,564,2.8
MONT_1397,34932184,IBD,519,0.66
MONT_1397,34932184,IBD,517,2.96
MONT_1397,34932184,IBD,507,3.14
MONT_1397,34932185,IBD,612,4.07
MONT_1397,34932185,IBD,607,3.6
MONT_1397,34932185,IBD,604,3.97
MONT_1397,34932185,IBD,603,4.39
MONT_1397,34932185,IBD,590,3.5
MONT_1397,34932185,IBD,588,4.46
MONT_1397,34932185,IBD,587,6.56
MONT_1397,34932185,IBD,586,5.28
MONT_1397,34932185,IBD,582,3.39
MONT_1397,34932185,IBD,581,2.81
MONT_1397,34932185,IBD,575,3.79
MONT_1397,34932185,IBD,572,3.51
MONT_1397,34932185,IBD,571,4.03
MONT_1397,34932185,IBD,570,4.78
MONT_1397,34932185,IBD,562,4.47
MONT_1397,34932185,IBD,521,6.35
MONT_1397,34932185,IBD,516,3.67
MONT_1397,34932185,IBD,513,3.83
MONT_1397,34932185,IBD,512,4.41
MONT_1397,34932186,IBD,612,3.51
MONT_1397,34932186,IBD,607,4.05
MONT_1397,34932186,IBD,604,3.91
MONT_1397,34932186,IBD,603,4.26
MONT_1397,34932186,IBD,602,3.55
MONT_1397,34932186,IBD,591,5
MONT_1397,34932186,IBD,590,3.63
MONT_1397,34932186,IBD,588,4.46
MONT_1397,34932186,IBD,587,5.41
MONT_1397,34932186,IBD,582,3.39
MONT_1397,34932186,IBD,581,3.06
MONT_1397,34932186,IBD,575,3.54
MONT_1397,34932186,IBD,572,3.55
MONT_1397,34932186,IBD,571,3.91
MONT_1397,34932186,IBD,570,4.2
MONT_1397,34932186,IBD,556,3.53
MONT_1397,34932186,IBD,521,4.64
MONT_1397,34932186,IBD,516,3.55
MONT_1397,34932186,IBD,513,3.68
MONT_1397,34932186,IBD,512,3.59
MONT_1397,34932187,IBD,612,2.95
MONT_1397,34932187,IBD,607,2.53
MONT_1397,34932187,IBD,604,3.17
MONT_1397,34932187,IBD,603,3.34
MONT_1397,34932187,IBD,602,2.97
MONT_1397,34932187,IBD,591,3.08
MONT_1397,34932187,IBD,590,3.13
MONT_1397,34932187,IBD,588,3.44
MONT_1397,34932187,IBD,587,4.05
MONT_1397,34932187,IBD,582,3.1
MONT_1397,34932187,IBD,581,2.71
MONT_1397,34932187,IBD,575,3.05
MONT_1397,34932187,IBD,572,2.94
MONT_1397,34931941,PBD,8523033,4.56
MONT_1397,34931941,PBD,8523031,4.75
MONT_1397,34931941,PBD,8523027,2.21
MONT_1397,34932025,PBD,8523031,1.87
MONT_1397,34932025,PBD,8523025,1.63
MONT_1397,34932161,PBD,8523027,5.45
MONT_1397,34932071,PBD,8523033,3.76
MONT_1397,34932071,PBD,8523031,3.89
MONT_1397,34932071,PBD,8523027,3.89
MONT_1397,34932071,PBD,8523025,3.82
MONT_1397,34932161,PBD,8523025,5.17
MONT_1397,34932186,PBD,8523026,2.77
MONT_1397,34932136,PBD,8523031,2.9
MONT_1397,34932136,PBD,8523025,2.17
MONT_1397,34932186,PBD,8523025,2.81
MONT_1397,138318657,PBD,8523025,17.85
MONT_1397,286395558,PBD,8523025,2.84
MONT_1397,265497292,PBD,8523036,3.96
MONT_1397,34931942,PBD,8523033,2.03
MONT_1397,34931942,PBD,8523031,2.33
MONT_1397,34931942,PBD,8523027,2.04
MONT_1397,34931942,PBD,8523025,2.24
MONT_1397,138324754,PBD,8523031,2.08
MONT_1397,138324754,PBD,8523025,2.02
MONT_1397,34931989,PBD,8523032,3.55
MONT_1397,34931989,PBD,8523031,3.38
MONT_1397,34931989,PBD,8523025,3.6
MONT_1397,69684975,PBD,8523031,6.59
MONT_1397,34932097,PBD,8523032,3
MONT_1397,34932097,PBD,8523031,3.03
MONT_1397,34932097,PBD,8523026,2.53
MONT_1397,34932027,PBD,8523032,2.87
MONT_1397,34932027,PBD,8523031,2.87
MONT_1397,34931943,PBD,8523033,3.28
MONT_1397,34931943,PBD,8523031,3.67
MONT_1397,34931943,PBD,8523027,3.67
MONT_1397,34931943,PBD,8523025,2.85
MONT_1397,34932027,PBD,8523026,2.92
MONT_1397,34932027,PBD,8523025,2.9
MONT_1397,34932097,PBD,8523025,3.05
MONT_1397,34932176,PBD,8523035,4.86
MONT_1397,34932176,PBD,8523032,4.8
MONT_1397,34932176,PBD,8523031,3.29
MONT_1397,34932176,PBD,8523029,5.19
MONT_1397,34932176,PBD,8523025,4.45
MONT_1397,69684975,PBD,8523026,4.26
MONT_1397,34932072,PBD,8523032,1.83
MONT_1397,34932072,PBD,8523031,1.84
MONT_1397,34932072,PBD,8523026,1.83
MONT_1397,34932072,PBD,8523025,1.83
MONT_1397,39055574,PBD,8523036,8.03
MONT_1397,39055574,PBD,8523035,9
MONT_1397,34931990,PBD,8523032,3.02
MONT_1397,34931990,PBD,8523031,3.56
MONT_1397,34931990,PBD,8523026,3.65
MONT_1397,34931990,PBD,8523025,4.97
MONT_1397,39055574,PBD,8523033,8.48
MONT_1397,34931947,PBD,8523032,4.05
MONT_1397,34931947,PBD,8523031,3.91
MONT_1397,34931947,PBD,8523026,4.12
MONT_1397,34931947,PBD,8523025,5.01
MONT_1397,39055574,PBD,8523032,7.85
MONT_1397,39055574,PBD,8523031,8.03
MONT_1397,34932163,PBD,8523032,2.58
MONT_1397,34932163,PBD,8523031,2.55
MONT_1397,34932137,PBD,8523032,2.12
MONT_1397,34932137,PBD,8523031,2.09
MONT_1397,34932099,PBD,8523033,4.28
MONT_1397,34932028,PBD,8523032,2.33
MONT_1397,34932028,PBD,8523031,2
MONT_1397,34932028,PBD,8523026,2.37
MONT_1397,34932028,PBD,8523025,2.2
MONT_1397,34932099,PBD,8523031,4.04
MONT_1397,34932099,PBD,8523027,4.04
MONT_1397,34932099,PBD,8523025,4.45
MONT_1397,34931948,PBD,8523033,4.35
MONT_1397,34931948,PBD,8523031,5.35
MONT_1397,34931948,PBD,8523027,4.41
MONT_1397,34931948,PBD,8523025,4.43
MONT_1397,34932074,PBD,8523033,4.34
MONT_1397,34931991,PBD,8523031,12.58
MONT_1397,34931991,PBD,8523025,12.57
MONT_1397,34932074,PBD,8523031,3.93
MONT_1397,34932074,PBD,8523027,4.25
MONT_1397,34932137,PBD,8523026,2.39
MONT_1397,34932137,PBD,8523025,2.49
MONT_1397,34932163,PBD,8523026,2.57
MONT_1397,34932163,PBD,8523025,2.52
MONT_1397,39055574,PBD,8523030,4.81
MONT_1397,39055574,PBD,8523029,8.22
MONT_1397,39055574,PBD,8523027,8.03
MONT_1397,34932033,PBD,8523033,3.95
MONT_1397,34932033,PBD,8523031,3.79
MONT_1397,34932033,PBD,8523027,3.74
MONT_1397,34932033,PBD,8523025,4.03
MONT_1397,39055574,PBD,8523025,6.83
MONT_1397,34931992,PBD,8523033,5.36
MONT_1397,34931992,PBD,8523031,5.01
MONT_1397,34931949,PBD,8523032,2.55
MONT_1397,34931949,PBD,8523031,2.58
MONT_1397,34931949,PBD,8523026,2.93
MONT_1397,34931949,PBD,8523025,2.58
MONT_1397,34931992,PBD,8523027,4.45
MONT_1397,34931992,PBD,8523025,5.3
MONT_1397,34932196,PBD,8523032,4.34
MONT_1397,34932075,PBD,8523033,6.61
MONT_1397,34932075,PBD,8523031,6.71
MONT_1397,34932075,PBD,8523027,6.71
MONT_1397,34932196,PBD,8523031,6.87
MONT_1397,34932100,PBD,8523033,4.25
MONT_1397,34932100,PBD,8523031,3.28
MONT_1397,34932100,PBD,8523027,4.18
MONT_1397,34932100,PBD,8523025,3.99
MONT_1397,34932196,PBD,8523025,4.93
MONT_1397,69684975,PBD,8523025,8.97
MONT_1397,34932101,PBD,8523031,1.28
MONT_1397,34931952,PBD,8523033,3.74
MONT_1397,34931952,PBD,8523031,3.73
MONT_1397,34931952,PBD,8523027,4.09
MONT_1397,34931952,PBD,8523025,3.46
MONT_1397,34932178,PBD,8523033,2.71
MONT_1397,34932034,PBD,8523033,5.15
MONT_1397,34932034,PBD,8523031,5.54
MONT_1397,34931953,PBD,8523031,0.08
MONT_1397,34932034,PBD,8523027,4.74
MONT_1397,34932034,PBD,8523025,7.81
MONT_1397,34932178,PBD,8523031,2.94
MONT_1397,34932178,PBD,8523027,2.94
MONT_1397,34932178,PBD,8523025,2.99
MONT_1397,34932187,PBD,8523032,3.5
MONT_1397,34931994,PBD,8523032,2.72
MONT_1397,34931994,PBD,8523031,1.97
MONT_1397,34931994,PBD,8523026,2.6
MONT_1397,34931994,PBD,8523025,2.7
MONT_1397,34932076,PBD,8523033,6.67
MONT_1397,34932076,PBD,8523031,6.35
MONT_1397,34932076,PBD,8523027,5.71
MONT_1397,34932076,PBD,8523025,3.7
MONT_1397,34932187,PBD,8523031,3.4
MONT_1397,34932187,PBD,8523026,3.47
MONT_1397,34932187,PBD,8523025,3.47
MONT_1397,265497292,PBD,8523032,4.01
MONT_1397,102016911,PBD,8523036,22.1
MONT_1397,51843306,PBD,8523036,20.49
